AAA,ZZZi,AEl,s,Mass,dMass,FirstExc,NNNi,DeltaZ,DeltaN
186,83,186Bi,,-3145,17,,103,1.0,21.0
200,83,200Bi,,-20371,23,,117,1.0,9.0
200,83,200Bi,m,-20270.0,  70.0,,117,1.0,9.0
200,83,200Bi,n,-19943,23,,117,1.0,9.0
186,83,186Bi,m, -2980.0, 100.0,,103,1.0,21.0
195,83,195Bi,,-18026,5,,112,1.0,14.0
184,83,184Bi,,  1250.0, 120.0,,101,1.0,19.0
192,83,192Bi,,-13530,30,,109,1.0,17.0
201,83,201Bi,p,-19417,26,,118,1.0,8.0
188,83,188Bi,,-7195,11,65.0,105,1.0,21.0
196,83,196Bi,,-18009,24,158.3,113,1.0,13.0
198,83,198Bi,n,-18837,28,,115,1.0,11.0
198,83,198Bi,m,-19085,28,,115,1.0,11.0
198,83,198Bi,,-19374,28,,115,1.0,11.0
190,83,190Bi,p,-10200,50,45.0,107,1.0,19.0
202,83,202Bi,,-20751,14,7.0,119,1.0,7.0
202,83,202Bi,m,-20126,18,,119,1.0,7.0
202,83,202Bi,n,-18134,18,,119,1.0,7.0
190,83,190Bi,n,-10475,26,,107,1.0,19.0
197,83,197Bi,m,-19155,8,500.0,114,1.0,12.0
190,83,190Bi,m,-10470,30,,107,1.0,19.0
197,83,197Bi,n,,,,114,1.0,12.0
197,83,197Bi,p,-17284,14,,114,1.0,12.0
190,83,190Bi,,-10596,21,,107,1.0,19.0
197,83,197Bi,q,-16758,8,,114,1.0,12.0
189,83,189Bi,n,-9707,21,99.6,106,1.0,20.0
189,83,189Bi,m,-9881,21,,106,1.0,20.0
199,83,199Bi,n,-18836,25,,116,1.0,10.0
189,83,189Bi,,-10065,21,,106,1.0,20.0
188,83,188Bi,m,-7130,30,,105,1.0,21.0
188,83,188Bi,n,-7040,30,,105,1.0,21.0
196,83,196Bi,m,-17843,25,,113,1.0,13.0
196,83,196Bi,n,-17737,25,,113,1.0,13.0
191,83,191Bi,p,-11364.0,  26.0,148.7,108,1.0,18.0
191,83,191Bi,,-13239,7,,108,1.0,18.0
191,83,191Bi,m,-12997,9,,108,1.0,18.0
197,83,197Bi,,-19687,8,,114,1.0,12.0
191,83,191Bi,n,-12809,7,,108,1.0,18.0
207,84,207Po,n,-16031,7,68.557,123,2.0,3.0
210,84,210Po,m,-14396.1,1.1,1181.3980000000001,126,2.0,0.0
210,84,210Po,,-15953.1,1.1,,126,2.0,0.0
209,84,209Po,m,-12100.6,1.8,544.98,125,2.0,1.0
196,84,196Po,,-13469,5,463.12,112,2.0,14.0
196,84,196Po,m,-10975,5,,112,2.0,14.0
208,84,208Po,,-17469.2,1.7,686.5260000000001,124,2.0,2.0
207,84,207Po,p,-15763,7,,123,2.0,3.0
208,84,208Po,m,-15941,1.7,,124,2.0,2.0
195,84,195Po,m,-10968,7,200.0,111,2.0,15.0
207,84,207Po,m,-17077,7,,123,2.0,3.0
209,84,209Po,,-16366,1.8,,125,2.0,1.0
207,84,207Po,,-17146,7,,123,2.0,3.0
195,84,195Po,,-11117,6,,111,2.0,15.0
193,84,193Po,m,-8225,15,100.0,109,2.0,17.0
194,84,194Po,m,-8692,13,319.31,110,2.0,16.0
191,84,191Po,m,-5008,12,40.0,107,2.0,19.0
191,84,191Po,,-5069,7,,107,2.0,19.0
217,84,217Po,,5883,7,254.1,133,2.0,7.0
218,84,218Po,,8356.7,2,509.7,134,2.0,8.0
219,84,219Po,,12681,16,,135,2.0,9.0
189,84,189Po,,-1422,22,194.0,105,2.0,21.0
216,84,216Po,,1782.3,1.8,549.76,132,2.0,6.0
190,84,190Po,,-4563,13,234.1,106,2.0,20.0
221,84,221Po,,19774,20,,137,2.0,11.0
222,84,222Po,,22490,40,,138,2.0,12.0
227,84,227Po,, 42280.0, 400.0,,143,2.0,17.0
223,84,223Po,, 27080.0, 200.0,,139,2.0,13.0
226,84,226Po,, 37550.0, 400.0,,142,2.0,16.0
224,84,224Po,, 29910.0, 200.0,,140,2.0,14.0
220,84,220Po,,15263,18,,136,2.0,10.0
188,84,188Po,,-544,20,,104,2.0,22.0
215,84,215Po,,-541.8,2.1,271.228,131,2.0,5.0
192,84,192Po,,-8066,11,262.0,108,2.0,18.0
194,84,194Po,,-11005,13,,110,2.0,16.0
211,84,211Po,,-12432.5,1.3,687.2,127,2.0,1.0
211,84,211Po,m,-10970,5,,127,2.0,1.0
211,84,211Po,n,-10298,5,,127,2.0,1.0
211,84,211Po,p,-7561,6,,127,2.0,1.0
186,84,186Po,,4102,18,,102,2.0,20.0
212,84,212Po,,-10369.4,1.2,727.33,128,2.0,2.0
212,84,212Po,m,-7446,5,,128,2.0,2.0
197,84,197Po,,-13393,10,130.0,113,2.0,13.0
193,84,193Po,,-8325,15,,109,2.0,17.0
213,84,213Po,,-6654,3,292.805,129,2.0,3.0
187,84,187Po,,2820,30,,103,2.0,21.0
187,84,187Po,m,2830,40,,103,2.0,21.0
214,84,214Po,,-4470,1.4,609.317,130,2.0,4.0
192,84,192Po,m,-5771,11,,108,2.0,18.0
210,84,210Po,n,-10895.5,1.1,,126,2.0,0.0
197,84,197Po,m,-13197,7,,113,2.0,13.0
225,84,225Po,, 34580.0, 300.0,,141,2.0,15.0
199,84,199Po,m,-14927,5,72.0,115,2.0,11.0
198,84,198Po,m,-12907,17,604.94,114,2.0,12.0
200,84,200Po,n,-14125,11,665.9,116,2.0,10.0
198,84,198Po,n,-12730.0,  50.0,,114,2.0,12.0
200,84,200Po,m,-14346,8,,116,2.0,10.0
203,84,203Po,,-17311,5,62.51,119,2.0,7.0
203,84,203Po,m,-16669,5,,119,2.0,7.0
198,84,198Po,,-15473,17,,114,2.0,12.0
203,84,203Po,n,-15153,5,,119,2.0,7.0
204,84,204Po,,-18341,10,684.341,120,2.0,6.0
206,84,206Po,,-18189,4,700.66,122,2.0,4.0
206,84,206Po,m,-16603,4,,122,2.0,4.0
200,84,200Po,,-16942,8,,116,2.0,10.0
202,84,202Po,m,-16230,15,677.2,118,2.0,8.0
202,84,202Po,,-17942,9,,118,2.0,8.0
199,84,199Po,,-15239,5,,115,2.0,11.0
205,84,205Po,,-17521,10,143.166,121,2.0,5.0
205,84,205Po,m,-17378,10,,121,2.0,5.0
205,84,205Po,n,-16641,10,,121,2.0,5.0
205,84,205Po,p,-16060,10,,121,2.0,5.0
205,84,205Po,q,-14434,10,,121,2.0,5.0
201,84,201Po,m,-16097,5,6.3,117,2.0,9.0
201,84,201Po,,-16521,5,,117,2.0,9.0
206,84,206Po,n,-15927,4,,122,2.0,4.0
204,84,204Po,m,-16702,10,,120,2.0,6.0
225,85,225At,, 30300.0, 300.0,,140,3.0,14.0
219,85,219At,,10396,3,58.9,134,3.0,8.0
211,85,211At,m,-6832.7,2.7,674.11,126,3.0,0.0
211,85,211At,,-11647.2,2.7,,126,3.0,0.0
194,85,194At,,-716,24,,109,3.0,17.0
199,85,199At,p,-6530,5,,114,3.0,12.0
199,85,199At,n,-8250,5,,114,3.0,12.0
199,85,199At,m,-8579,5,,114,3.0,12.0
199,85,199At,,-8823,5,,114,3.0,12.0
194,85,194At,m,-740,30,,109,3.0,17.0
220,85,220At,,14376,14,,135,3.0,9.0
210,85,210At,n,-7944,8,72.65,125,3.0,1.0
210,85,210At,m,-9422,8,,125,3.0,1.0
210,85,210At,,-11972,8,,125,3.0,1.0
229,85,229At,, 44890.0, 400.0,,144,3.0,18.0
193,85,193At,n,-25,21,5.0,108,3.0,18.0
203,85,203At,,-12163,11,221.4,118,3.0,8.0
212,85,212At,,-8628.1,2.4,54.99,127,3.0,1.0
201,85,201At,,-10789,8,634.9,116,3.0,10.0
215,85,215At,,-1257,7,169.88,130,3.0,4.0
201,85,201At,m,-10330,8,,116,3.0,10.0
214,85,214At,n,-3147,5,59.0,129,3.0,3.0
214,85,214At,m,-3321,8,,129,3.0,3.0
214,85,214At,,-3379,4,,129,3.0,3.0
201,85,201At,n,-8469,8,,116,3.0,10.0
192,85,192At,m,2926,28,,107,3.0,19.0
200,85,200At,n,-8644,25,112.0,115,3.0,11.0
200,85,200At,m,-8875,25,,115,3.0,11.0
200,85,200At,,-8988,24,,115,3.0,11.0
191,85,191At,m,3922,18,55.0,106,3.0,20.0
191,85,191At,,3864,16,,106,3.0,20.0
193,85,193At,m,-59,21,,108,3.0,18.0
216,85,216At,,2257,4,44.59,131,3.0,5.0
213,85,213At,n,-3582,27,340.5,128,3.0,2.0
213,85,213At,m,-5222,24,,128,3.0,2.0
213,85,213At,,-6580,5,,128,3.0,2.0
204,85,204At,,-11875,23,587.3,119,3.0,7.0
204,85,204At,m,-11288,23,,119,3.0,7.0
193,85,193At,,-67,22,,108,3.0,18.0
217,85,217At,,4395,5,100.13,132,3.0,6.0
203,85,203At,n,-9833,11,,118,3.0,8.0
203,85,203At,m,-11480,11,,118,3.0,8.0
205,85,205At,,-12985,12,265.05,120,3.0,6.0
218,85,218At,,8100,12,,133,3.0,7.0
212,85,212At,n,-3856.7,2.8,,127,3.0,1.0
212,85,212At,m,-8405.2,2.4,,127,3.0,1.0
216,85,216At,m,2417,10,,131,3.0,5.0
205,85,205At,m,-10645,12,,120,3.0,6.0
192,85,192At,,2926,28,,107,3.0,19.0
223,85,223At,,23428,14,,138,3.0,12.0
202,85,202At,n,-10010,28,,117,3.0,9.0
207,85,207At,,-13227,12,344.55,122,3.0,4.0
209,85,209At,m,-10455,5,408.37,124,3.0,2.0
209,85,209At,,-12884,5,,124,3.0,2.0
207,85,207At,m,-11110,12,,122,3.0,4.0
198,85,198At,,-6709,5,,113,3.0,13.0
224,85,224At,,27711,22,,139,3.0,13.0
202,85,202At,m,-10401,28,,117,3.0,9.0
202,85,202At,,-10595,28,,117,3.0,9.0
227,85,227At,, 37430.0, 300.0,,142,3.0,16.0
195,85,195At,m,-3441,8,33.0,110,3.0,16.0
195,85,195At,p, -3370.0,  40.0,,110,3.0,16.0
196,85,196At,,-3910,30,157.9,111,3.0,15.0
196,85,196At,m,-3950,18,,111,3.0,15.0
195,85,195At,,-3470,10,,110,3.0,16.0
196,85,196At,n,-3750,30,,111,3.0,15.0
226,85,226At,, 34660.0, 300.0,,141,3.0,15.0
206,85,206At,,-12439,14,,121,3.0,5.0
206,85,206At,m,-11629,14,,121,3.0,5.0
208,85,208At,,-12470,9,23.526999999999997,123,3.0,3.0
197,85,197At,,-6355,8,52.0,112,3.0,14.0
197,85,197At,m,-6311,9,,112,3.0,14.0
222,85,222At,,20953,16,,137,3.0,11.0
228,85,228At,, 41880.0, 400.0,,143,3.0,17.0
198,85,198At,m,-6442,5,,113,3.0,13.0
221,85,221At,,16783,14,,136,3.0,10.0
197,85,197At,n,-6044,8,,112,3.0,14.0
208,85,208At,m,-10194,9,,123,3.0,3.0
217,86,217Rn,,3659,4,88.89,131,4.0,5.0
218,86,218Rn,,5217.4,2.3,324.32,132,4.0,6.0
204,86,204Rn,,-7970,7,542.9,118,4.0,8.0
203,86,203Rn,m,-5822,5,362.0,117,4.0,9.0
198,86,198Rn,,-1230,13,339.0,112,4.0,14.0
203,86,203Rn,,-6184,6,,117,4.0,9.0
231,86,231Rn,, 46550.0, 300.0,,145,4.0,19.0
226,86,226Rn,,28747,10,,140,4.0,14.0
205,86,205Rn,m,-7053,5,31.4,119,4.0,7.0
213,86,213Rn,n,-3491,10,704.9,127,4.0,1.0
202,86,202Rn,,-6275,18,504.0,116,4.0,10.0
225,86,225Rn,,26534,11,,139,4.0,13.0
224,86,224Rn,,22445,10,,138,4.0,12.0
215,86,215Rn,,-1169,6,213.97,129,4.0,3.0
214,86,214Rn,m,275,9,694.7,128,4.0,2.0
214,86,214Rn,,-4320,9,,128,4.0,2.0
206,86,206Rn,,-9133,9,575.3,120,4.0,6.0
200,86,200Rn,m, -1680.0,  21.0,432.6,114,4.0,12.0
201,86,201Rn,,-4107,10,,115,4.0,11.0
197,86,197Rn,,1510,16,,111,4.0,15.0
197,86,197Rn,m,1709,16,,111,4.0,15.0
201,86,201Rn,m,-3863,7,,115,4.0,11.0
207,86,207Rn,,-8635,5,120.03,121,4.0,5.0
207,86,207Rn,m,-7736,5,,121,4.0,5.0
216,86,216Rn,,253,6,461.4,130,4.0,4.0
213,86,213Rn,p,269,14,,127,4.0,1.0
212,86,212Rn,q,-80,3,1273.7,126,4.0,0.0
213,86,213Rn,m,-4014,10,,127,4.0,1.0
213,86,213Rn,,-5696,3,,127,4.0,1.0
202,86,202Rn,m, -3970.0,  50.0,,116,4.0,10.0
196,86,196Rn,,1975,14,,110,4.0,16.0
205,86,205Rn,,-7710,5,,119,4.0,7.0
212,86,212Rn,p,-2485,3,,126,4.0,0.0
212,86,212Rn,m,-7019,3,,126,4.0,0.0
195,86,195Rn,,5050,50,59.0,109,4.0,17.0
229,86,229Rn,,39362,13,,143,4.0,17.0
199,86,199Rn,m,-1340,8,180.0,113,4.0,13.0
199,86,199Rn,,-1560,7,,113,4.0,13.0
212,86,212Rn,n,-6965,3,,126,4.0,0.0
222,86,222Rn,,16372,1.9,186.21099999999998,136,4.0,10.0
209,86,209Rn,,-8941,10,110.25,123,4.0,3.0
220,86,220Rn,,10612,1.8,240.986,134,4.0,8.0
210,86,210Rn,p,-3090,30,643.9,124,4.0,2.0
210,86,210Rn,n,-5750,30,,124,4.0,2.0
210,86,210Rn,m,-7900,30,,124,4.0,2.0
210,86,210Rn,,-9605,5,,124,4.0,2.0
209,86,209Rn,m,-7767,10,,123,4.0,3.0
209,86,209Rn,n,-5304,10,,123,4.0,3.0
228,86,228Rn,,35243,18,,142,4.0,16.0
194,86,194Rn,,5725,17,,108,4.0,18.0
221,86,221Rn,,14471,6,30.0,135,4.0,9.0
211,86,211Rn,,-8755,7,539.9,125,4.0,1.0
211,86,211Rn,m, -7152.0,  16.0,,125,4.0,1.0
200,86,200Rn,,-4000,6,,114,4.0,12.0
223,86,223Rn,,20390,8,,137,4.0,11.0
211,86,211Rn,n,   150.0,  21.0,,125,4.0,1.0
193,86,193Rn,,9043,25,,107,4.0,19.0
219,86,219Rn,,8829.3,2.1,4.413,133,4.0,7.0
195,86,195Rn,m,5131,17,,109,4.0,17.0
227,86,227Rn,,32886,14,,141,4.0,15.0
208,86,208Rn,,-9655,10,635.8,122,4.0,4.0
230,86,230Rn,, 42170.0, 200.0,,144,4.0,18.0
212,86,212Rn,,-8659,3,,126,4.0,0.0
208,86,208Rn,m,-7827,10,,122,4.0,4.0
218,87,218Fr,m,7147,5,,131,5.0,5.0
218,87,218Fr,,7059,4,,131,5.0,5.0
226,87,226Fr,,27521,6,,139,5.0,13.0
221,87,221Fr,,13277,5,26.0,134,5.0,8.0
215,87,215Fr,,318,7,670.34,128,5.0,2.0
233,87,233Fr,,48920,20,,146,5.0,20.0
228,87,228Fr,,33384,7,,141,5.0,15.0
224,87,224Fr,,21749,11,,137,5.0,11.0
225,87,225Fr,,23821,12,28.545,138,5.0,12.0
228,87,228Fr,m,34390,30,,141,5.0,15.0
200,87,200Fr,n,  6280.0,  60.0,,113,5.0,13.0
223,87,223Fr,,18382.3,1.9,12.882,136,5.0,10.0
231,87,231Fr,,42081,8,,144,5.0,18.0
229,87,229Fr,,35668,5,,142,5.0,16.0
220,87,220Fr,,11482,4,6.92,133,5.0,7.0
219,87,219Fr,,8617,7,15.0,132,5.0,6.0
202,87,202Fr,,3102,6,,115,5.0,11.0
203,87,203Fr,,876,6,161.9,116,5.0,10.0
203,87,203Fr,m,1237,7,,116,5.0,10.0
203,87,203Fr,n,1302,6,,116,5.0,10.0
216,87,216Fr,m,3190,6,133.3,129,5.0,3.0
217,87,217Fr,,4315,7,210.0,130,5.0,4.0
216,87,216Fr,,2971,4,,129,5.0,3.0
222,87,222Fr,,16378,7,40.0,135,5.0,9.0
230,87,230Fr,,39487,7,,143,5.0,17.0
200,87,200Fr,m,6180,60,,113,5.0,13.0
201,87,201Fr,,3589,9,,114,5.0,12.0
201,87,201Fr,m,3718,10,,114,5.0,12.0
201,87,201Fr,n,3879,9,,114,5.0,12.0
227,87,227Fr,,29682,6,2.74,140,5.0,14.0
232,87,232Fr,,46073,14,,145,5.0,19.0
206,87,206Fr,m,-1048,28,,119,5.0,7.0
202,87,202Fr,m,3359,6,,115,5.0,11.0
209,87,209Fr,,-3782,12,606.06,122,5.0,4.0
197,87,197Fr,,10250,60,,110,5.0,16.0
207,87,207Fr,,-2849,18,599.6,120,5.0,6.0
211,87,211Fr,n,517,12,395.82,124,5.0,2.0
213,87,213Fr,p,4541,5,498.0,126,5.0,0.0
205,87,205Fr,n,-701,10,209.0,118,5.0,8.0
198,87,198Fr,,9580,30,,111,5.0,15.0
198,87,198Fr,m,9580,40,,111,5.0,15.0
213,87,213Fr,n,-1016,5,,126,5.0,0.0
199,87,199Fr,n,  7020.0,  50.0,,112,5.0,14.0
213,87,213Fr,m,-1964,5,,126,5.0,0.0
213,87,213Fr,,-3554,5,,126,5.0,0.0
204,87,204Fr,,607,25,41.0,117,5.0,9.0
204,87,204Fr,m,658,25,,117,5.0,9.0
204,87,204Fr,n,934,25,,117,5.0,9.0
212,87,212Fr,,-3516,9,82.47,125,5.0,1.0
212,87,212Fr,m,-1965,9,,125,5.0,1.0
212,87,212Fr,n,-1024,9,,125,5.0,1.0
212,87,212Fr,p,2339,9,,125,5.0,1.0
208,87,208Fr,,-2665,12,633.0,121,5.0,5.0
212,87,212Fr,q,5017,9,,125,5.0,1.0
206,87,206Fr,,-1247,28,,119,5.0,7.0
200,87,200Fr,,6130,30,,113,5.0,13.0
211,87,211Fr,m,-1717,12,,124,5.0,2.0
214,87,214Fr,m,-837,8,121.0,127,5.0,1.0
206,87,206Fr,n,-517,28,,119,5.0,7.0
205,87,205Fr,m,-766,8,,118,5.0,8.0
205,87,205Fr,,-1310,8,,118,5.0,8.0
214,87,214Fr,p,  5620.0, 100.0,,127,5.0,1.0
214,87,214Fr,n,-320,10,,127,5.0,1.0
210,87,210Fr,,-3344,13,,123,5.0,3.0
214,87,214Fr,,-958,9,,127,5.0,1.0
209,87,209Fr,m,878,12,,122,5.0,4.0
210,87,210Fr,m,1073,13,,123,5.0,3.0
208,87,208Fr,m,-1839,12,,121,5.0,5.0
211,87,211Fr,,-4140,12,,124,5.0,2.0
199,87,199Fr,,6771,14,,112,5.0,14.0
199,87,199Fr,m,6817,10,,112,5.0,14.0
212,88,212Ra,,-199,10,629.3,124,6.0,2.0
201,88,201Ra,m,12200,26,,113,6.0,13.0
229,88,229Ra,,32562,15,41.25,141,6.0,15.0
201,88,201Ra,,11937,20,,113,6.0,13.0
219,88,219Ra,m,9411,7,16.6,131,6.0,5.0
228,88,228Ra,,28940.2,2,63.823,140,6.0,14.0
209,88,209Ra,m,2740,6,644.0,121,6.0,5.0
227,88,227Ra,,27177.5,1.9,1.733,139,6.0,13.0
220,88,220Ra,,10272,8,178.47,132,6.0,6.0
211,88,211Ra,m,2030,5,133.86,123,6.0,3.0
211,88,211Ra,,832,5,,123,6.0,3.0
204,88,204Ra,,6061,9,,116,6.0,10.0
218,88,218Ra,,6646,10,388.9,130,6.0,4.0
208,88,208Ra,m,3875,9,520.2,120,6.0,6.0
205,88,205Ra,m,6067,11,263.0,117,6.0,9.0
210,88,210Ra,,443,9,603.7,122,6.0,4.0
210,88,210Ra,m,2494,9,,122,6.0,4.0
222,88,222Ra,,14320,4,111.12,134,6.0,8.0
205,88,205Ra,,5804,23,,117,6.0,9.0
209,88,209Ra,,1858,6,,121,6.0,5.0
219,88,219Ra,,9394,7,,131,6.0,5.0
230,88,230Ra,,34516,10,57.4,142,6.0,16.0
221,88,221Ra,,12964,5,53.14,133,6.0,7.0
212,88,212Ra,m,1759,10,,124,6.0,2.0
202,88,202Ra,,9075,15,,114,6.0,12.0
208,88,208Ra,,1728,9,,120,6.0,6.0
233,88,233Ra,,44334,9,,145,6.0,19.0
224,88,224Ra,,18825.8,1.8,84.37200000000001,136,6.0,10.0
225,88,225Ra,,21993,2.6,25.41,137,6.0,11.0
206,88,206Ra,,3566,18,474.3,118,6.0,8.0
215,88,215Ra,p,  6340.0,  50.0,773.0,127,6.0,1.0
215,88,215Ra,n,4779,7,,127,6.0,1.0
213,88,213Ra,m,2114,11,546.35,125,6.0,1.0
215,88,215Ra,m,4410,7,,127,6.0,1.0
214,88,214Ra,,93,5,1382.3,126,6.0,0.0
214,88,214Ra,m,1913,5,,126,6.0,0.0
214,88,214Ra,n,1958,5,,126,6.0,0.0
214,88,214Ra,p,2776,5,,126,6.0,0.0
214,88,214Ra,q,3571,5,,126,6.0,0.0
214,88,214Ra,r,4240,5,,126,6.0,0.0
214,88,214Ra,x,6670,5,,126,6.0,0.0
234,88,234Ra,,46931,8,,146,6.0,20.0
215,88,215Ra,,2532,7,,127,6.0,1.0
213,88,213Ra,,346,10,,125,6.0,1.0
203,88,203Ra,m,8848,10,246.0,115,6.0,11.0
207,88,207Ra,,3510,60,554.0,119,6.0,7.0
207,88,207Ra,m,4071,10,,119,6.0,7.0
212,88,212Ra,n,2414,10,,124,6.0,2.0
231,88,231Ra,,38216,11,46.23,143,6.0,17.0
217,88,217Ra,,5890,7,209.0,129,6.0,3.0
223,88,223Ra,,17233.2,2.1,29.858,135,6.0,9.0
232,88,232Ra,,40497,9,54.5,144,6.0,18.0
226,88,226Ra,,23667.6,1.9,67.67,138,6.0,12.0
235,88,235Ra,, 51130.0, 300.0,,147,6.0,21.0
216,88,216Ra,,3291,8,688.2,128,6.0,2.0
231,88,231Ra,m,38282,11,,143,6.0,17.0
203,88,203Ra,,8601,10,,115,6.0,11.0
221,89,221Ac,,14530,60,9.0,132,7.0,6.0
209,89,209Ac,,8840,60,,120,7.0,6.0
223,89,223Ac,,17825,7,12.5,134,7.0,8.0
227,89,227Ac,,25849.5,1.9,27.369,138,7.0,12.0
226,89,226Ac,,24309,3,5.1,137,7.0,11.0
208,89,208Ac,m,11258,28,506.0,119,7.0,7.0
225,89,225Ac,,21637,5,29.91,136,7.0,10.0
224,89,224Ac,,20234,4,17.6,135,7.0,9.0
222,89,222Ac,m,16700,21,,133,7.0,7.0
222,89,222Ac,,16622,5,,133,7.0,7.0
206,89,206Ac,,13480,70,,117,7.0,9.0
206,89,206Ac,m,13690,30,,117,7.0,9.0
207,89,207Ac,,11150,60,,118,7.0,8.0
208,89,208Ac,,10760,60,,119,7.0,7.0
205,89,205Ac,,14110,60,,116,7.0,10.0
234,89,234Ac,,44841,14,,145,7.0,19.0
217,89,217Ac,m,10715,18,660.2,128,7.0,2.0
217,89,217Ac,,8702,11,,128,7.0,2.0
212,89,212Ac,,7300,22,133.6,123,7.0,3.0
235,89,235Ac,,47357,14,,146,7.0,20.0
231,89,231Ac,,35763,13,5.25,142,7.0,16.0
232,89,232Ac,,39154,13,7.5,143,7.0,17.0
216,89,216Ac,n,  8570.0, 100.0,48.0,127,7.0,1.0
216,89,216Ac,m,8188,10,,127,7.0,1.0
216,89,216Ac,,8150,9,,127,7.0,1.0
213,89,213Ac,,6141,12,466.5,124,7.0,2.0
234,89,234Ac,n,45460,30,,145,7.0,19.0
234,89,234Ac,m,44980,30,,145,7.0,19.0
233,89,233Ac,,41308,13,,144,7.0,18.0
215,89,215Ac,n,  8520.0,  50.0,1317.0,126,7.0,0.0
215,89,215Ac,m,7827,12,,126,7.0,0.0
215,89,215Ac,,6031,12,,126,7.0,0.0
230,89,230Ac,,33838,16,8.99,141,7.0,15.0
218,89,218Ac,,10850,60,,129,7.0,3.0
229,89,229Ac,,30690,12,7.0,140,7.0,14.0
219,89,219Ac,,11570,50,169.0,130,7.0,4.0
218,89,218Ac,n, 11460.0, 110.0,,129,7.0,3.0
237,89,237Ac,, 54020.0, 400.0,,148,7.0,22.0
228,89,228Ac,,28894.7,2.1,6.28,139,7.0,13.0
228,89,228Ac,m,29430,30,,139,7.0,13.0
214,89,214Ac,,6433,14,91.8,125,7.0,1.0
236,89,236Ac,,51220,40,,147,7.0,21.0
211,89,211Ac,,7140,50,,122,7.0,4.0
218,89,218Ac,m,10900,90,,129,7.0,3.0
220,89,220Ac,,13744,6,13.79,131,7.0,5.0
210,89,210Ac,,8760,60,,121,7.0,5.0
233,90,233Th,m,38737.7,1.4,,143,8.0,17.0
225,90,225Th,,22310,5,68.4,135,8.0,9.0
233,90,233Th,,38731.6,1.4,,143,8.0,17.0
227,90,227Th,,25804.8,2.1,9.3,137,8.0,11.0
228,90,228Th,,26770.9,1.8,57.773,138,8.0,12.0
226,90,226Th,,23198,4,72.2,136,8.0,10.0
236,90,236Th,,46255,14,48.4,146,8.0,20.0
232,90,232Th,,35446.7,1.4,49.369,142,8.0,16.0
231,90,231Th,,33815.8,1.2,41.953,141,8.0,15.0
229,90,229Th,,29585.5,2.4,0.0076,139,8.0,13.0
229,90,229Th,m,29585.5,2.4,,139,8.0,13.0
235,90,235Th,,44018,13,,145,8.0,19.0
238,90,238Th,, 52530.0, 280.0,,148,8.0,22.0
230,90,230Th,,30862.5,1.2,53.227,140,8.0,14.0
239,90,239Th,, 56500.0, 400.0,,149,8.0,23.0
234,90,234Th,,40613,2.6,49.55,144,8.0,18.0
237,90,237Th,,49955,16,,147,8.0,21.0
216,90,216Th,p,13981,14,1478.2,126,8.0,0.0
213,90,213Th,,12120,9,799.0,123,8.0,3.0
214,90,214Th,m,12876,11,623.0,124,8.0,2.0
222,90,222Th,,17203,10,183.3,132,8.0,6.0
215,90,215Th,,10921,6,560.8,125,8.0,1.0
215,90,215Th,m, 12390.0,  50.0,,125,8.0,1.0
216,90,216Th,,10299,11,,126,8.0,0.0
216,90,216Th,m,12340,12,,126,8.0,0.0
214,90,214Th,,10695,11,,124,8.0,2.0
216,90,216Th,n,12947,14,,126,8.0,0.0
221,90,221Th,,16940,8,47.0,131,8.0,5.0
217,90,217Th,,12206,11,673.3,127,8.0,1.0
217,90,217Th,m,12879,11,,127,8.0,1.0
217,90,217Th,n,14510,30,,127,8.0,1.0
220,90,220Th,,14690,14,386.5,130,8.0,4.0
218,90,218Th,,12367,11,689.0,128,8.0,2.0
209,90,209Th,, 16400.0, 100.0,,119,8.0,7.0
213,90,213Th,p, 12380.0,  50.0,,123,8.0,3.0
219,90,219Th,,14460,60,244.0,129,8.0,3.0
210,90,210Th,,14060,19,,120,8.0,6.0
211,90,211Th,,13880,90,,121,8.0,5.0
224,90,224Th,,19996,10,98.1,134,8.0,8.0
209,90,209Th,m,16765,25,,119,8.0,7.0
213,90,213Th,m,13300,9,,123,8.0,3.0
212,90,212Th,,12111,10,,122,8.0,4.0
223,90,223Th,,19385,8,51.3,133,8.0,7.0
208,90,208Th,,16690,30,,118,8.0,8.0
217,91,217Pa,m,18915,13,1854.0,126,9.0,0.0
217,91,217Pa,,17055,12,,126,9.0,0.0
218,91,218Pa,,18650,18,82.0,127,9.0,1.0
229,91,229Pa,m,29909,3,11.4,138,9.0,12.0
230,91,230Pa,,32174,3,28.0,139,9.0,13.0
241,91,241Pa,, 59740.0, 300.0,,150,9.0,24.0
238,91,238Pa,,50894,16,,147,9.0,21.0
229,91,229Pa,,29897,3,,138,9.0,12.0
237,91,237Pa,,47528,13,35.0,146,9.0,20.0
234,91,234Pa,,40339,4,73.92,143,9.0,17.0
216,91,216Pa,,17824,25,,125,9.0,1.0
239,91,239Pa,, 53340.0, 200.0,,148,9.0,22.0
235,91,235Pa,,42289,14,10.0,144,9.0,18.0
232,91,232Pa,,35947,8,,141,9.0,15.0
215,91,215Pa,,17800,80,,124,9.0,2.0
211,91,211Pa,,22050,70,,120,9.0,6.0
212,91,212Pa,,21600,90,,121,9.0,5.0
218,91,218Pa,m,18731,20,,127,9.0,1.0
233,91,233Pa,,37489.4,1.3,6.6770000000000005,142,9.0,16.0
240,91,240Pa,, 57010.0, 200.0,,149,9.0,23.0
