AAA,ZZZi,AEl,s,Mass,dMass,FirstExc,NNNi,DeltaZ,DeltaN,DeltaSum
214,82,214Pb,,-183.0,2.0,835.0,132,0.0,6.0,6.0
183,82,183Pb,m,-7486.0,28.0,97.0,101,0.0,19.0,19.0
201,82,201Pb,m,-24642.0,14.0,88.5,119,0.0,7.0,7.0
188,82,188Pb,,-17811.0,10.0,591.0,106,0.0,20.0,20.0
190,82,190Pb,,-20417.0,13.0,658.0,108,0.0,18.0,18.0
203,82,203Pb,,-24786.0,7.0,126.5,121,0.0,5.0,5.0
202,82,202Pb,p,-20640.0,50.0,960.67,120,0.0,6.0,6.0
189,82,189Pb,n,-15369.0,15.0,40.0,107,0.0,19.0,19.0
191,82,191Pb,m,-20234.0,8.0,597.0,109,0.0,17.0,17.0
216,82,216Pb,m,9020.0,200.0,887.0,134,0.0,8.0,8.0
205,82,205Pb,,-23770.2,1.1,2.329,123,0.0,3.0,3.0
206,82,206Pb,n,-19758.2,1.3,803.054,124,0.0,2.0,2.0
195,82,195Pb,n,-21979.0,5.0,134.52,113,0.0,13.0,13.0
198,82,198Pb,p,-23245.0,9.0,1063.5,116,0.0,10.0,10.0
186,82,186Pb,,-14681.0,11.0,536.0,104,0.0,22.0,22.0
194,82,194Pb,,-24208.0,17.0,930.7,112,0.0,14.0,14.0
197,82,197Pb,m,-24426.0,5.0,84.88,115,0.0,11.0,11.0
182,82,182Pb,,-6825.0,12.0,888.3,100,0.0,18.0,18.0
210,82,210Pb,,-14728.4,1.4,799.7,128,0.0,2.0,2.0
211,82,211Pb,m,-8774.0,23.0,438.9,129,0.0,3.0,3.0
207,82,207Pb,,-22452.0,1.1,569.6982,125,0.0,1.0,1.0
212,82,212Pb,m,-6213.9,2.7,804.9,130,0.0,4.0,4.0
196,82,196Pb,,-25348.0,8.0,1049.2,114,0.0,12.0,12.0
208,82,208Pb,m,-16853.3,1.1,2614.522,126,0.0,0.0,0.0
213,82,213Pb,m,-1873.0,7.0,675.0,131,0.0,5.0,5.0
184,82,184Pb,,-11052.0,13.0,570.0,102,0.0,20.0,20.0
180,82,180Pb,,-1941.0,12.0,1168.0,98,0.0,16.0,16.0
209,82,209Pb,,-17614.6,1.7,778.89,127,0.0,1.0,1.0
210,83,210Bi,m,-14520.6,1.4,46.539,127,1.0,1.0,2.0
209,83,209Bi,,-18258.6,1.4,896.28,126,1.0,0.0,1.0
208,83,208Bi,m,-17299.1,2.3,63.02,125,1.0,1.0,2.0
211,83,211Bi,m,-10602.0,11.0,404.866,128,1.0,2.0,3.0
203,83,203Bi,m,-20427.0,13.0,883.35,120,1.0,6.0,7.0
205,83,205Bi,,-21066.0,5.0,795.89,122,1.0,4.0,5.0
214,83,214Bi,,-1201.0,11.0,53.226000000000006,131,1.0,5.0,6.0
213,83,213Bi,m,-3879.0,22.0,257.86,130,1.0,4.0,5.0
215,83,215Bi,,1629.0,6.0,183.5,132,1.0,6.0,7.0
212,83,212Bi,n,-6639.0,30.0,115.183,129,1.0,3.0,4.0
204,83,204Bi,n,-17813.0,9.0,5.55,121,1.0,5.0,6.0
206,83,206Bi,,-20028.0,8.0,59.897,123,1.0,3.0,4.0
217,83,217Bi,,8730.0,18.0,744.0,134,1.0,8.0,9.0
207,83,207Bi,,-20054.6,2.4,669.77,124,1.0,2.0,3.0
201,83,201Bi,q,-18648.0,26.0,846.35,118,1.0,8.0,9.0
199,83,199Bi,p,-18250.0,25.0,667.0,116,1.0,10.0,11.0
187,83,187Bi,n,-6131.0,10.0,63.0,104,1.0,22.0,23.0
193,83,193Bi,,-15885.0,8.0,278.44,110,1.0,16.0,17.0
195,83,195Bi,p,-15410.0,5.0,401.0,112,1.0,14.0,15.0
194,83,194Bi,n,-15860.0,5.0,145.0,111,1.0,15.0,16.0
192,83,192Bi,m,-13398.0,9.0,147.0,109,1.0,17.0,18.0
188,83,188Bi,,-7195.0,11.0,65.0,105,1.0,21.0,22.0
196,83,196Bi,,-18009.0,24.0,158.3,113,1.0,13.0,14.0
190,83,190Bi,p,-10200.0,50.0,45.0,107,1.0,19.0,20.0
202,83,202Bi,,-20751.0,14.0,7.0,119,1.0,7.0,8.0
197,83,197Bi,m,-19155.0,8.0,500.0,114,1.0,12.0,13.0
189,83,189Bi,n,-9707.0,21.0,99.6,106,1.0,20.0,21.0
191,83,191Bi,p,-11364.0,26.0,148.7,108,1.0,18.0,19.0
207,84,207Po,n,-16031.0,7.0,68.557,123,2.0,3.0,5.0
210,84,210Po,m,-14396.1,1.1,1181.398,126,2.0,0.0,2.0
209,84,209Po,m,-12100.6,1.8,544.98,125,2.0,1.0,3.0
196,84,196Po,,-13469.0,5.0,463.12,112,2.0,14.0,16.0
208,84,208Po,,-17469.2,1.7,686.5260000000002,124,2.0,2.0,4.0
195,84,195Po,m,-10968.0,7.0,200.0,111,2.0,15.0,17.0
193,84,193Po,m,-8225.0,15.0,100.0,109,2.0,17.0,19.0
194,84,194Po,m,-8692.0,13.0,319.31,110,2.0,16.0,18.0
191,84,191Po,m,-5008.0,12.0,40.0,107,2.0,19.0,21.0
217,84,217Po,,5883.0,7.0,254.1,133,2.0,7.0,9.0
218,84,218Po,,8356.7,2.0,509.7,134,2.0,8.0,10.0
189,84,189Po,,-1422.0,22.0,194.0,105,2.0,21.0,23.0
216,84,216Po,,1782.3,1.8,549.76,132,2.0,6.0,8.0
190,84,190Po,,-4563.0,13.0,234.1,106,2.0,20.0,22.0
215,84,215Po,,-541.8,2.1,271.228,131,2.0,5.0,7.0
192,84,192Po,,-8066.0,11.0,262.0,108,2.0,18.0,20.0
211,84,211Po,,-12432.5,1.3,687.2,127,2.0,1.0,3.0
212,84,212Po,,-10369.4,1.2,727.33,128,2.0,2.0,4.0
197,84,197Po,,-13393.0,10.0,130.0,113,2.0,13.0,15.0
213,84,213Po,,-6654.0,3.0,292.805,129,2.0,3.0,5.0
214,84,214Po,,-4470.0,1.4,609.317,130,2.0,4.0,6.0
199,84,199Po,m,-14927.0,5.0,72.0,115,2.0,11.0,13.0
198,84,198Po,m,-12907.0,17.0,604.94,114,2.0,12.0,14.0
200,84,200Po,n,-14125.0,11.0,665.9,116,2.0,10.0,12.0
203,84,203Po,,-17311.0,5.0,62.51,119,2.0,7.0,9.0
204,84,204Po,,-18341.0,10.0,684.341,120,2.0,6.0,8.0
206,84,206Po,,-18189.0,4.0,700.66,122,2.0,4.0,6.0
202,84,202Po,m,-16230.0,15.0,677.2,118,2.0,8.0,10.0
205,84,205Po,,-17521.0,10.0,143.166,121,2.0,5.0,7.0
201,84,201Po,m,-16097.0,5.0,6.3,117,2.0,9.0,11.0
219,85,219At,,10396.0,3.0,58.9,134,3.0,8.0,11.0
211,85,211At,m,-6832.7,2.7,674.11,126,3.0,0.0,3.0
210,85,210At,n,-7944.0,8.0,72.65,125,3.0,1.0,4.0
193,85,193At,n,-25.0,21.0,5.0,108,3.0,18.0,21.0
203,85,203At,,-12163.0,11.0,221.4,118,3.0,8.0,11.0
212,85,212At,,-8628.1,2.4,54.99,127,3.0,1.0,4.0
201,85,201At,,-10789.0,8.0,634.9,116,3.0,10.0,13.0
215,85,215At,,-1257.0,7.0,169.88,130,3.0,4.0,7.0
214,85,214At,n,-3147.0,5.0,59.0,129,3.0,3.0,6.0
200,85,200At,n,-8644.0,25.0,112.0,115,3.0,11.0,14.0
191,85,191At,m,3922.0,18.0,55.0,106,3.0,20.0,23.0
216,85,216At,,2257.0,4.0,44.59,131,3.0,5.0,8.0
213,85,213At,n,-3582.0,27.0,340.5,128,3.0,2.0,5.0
204,85,204At,,-11875.0,23.0,587.3,119,3.0,7.0,10.0
217,85,217At,,4395.0,5.0,100.13,132,3.0,6.0,9.0
205,85,205At,,-12985.0,12.0,265.05,120,3.0,6.0,9.0
207,85,207At,,-13227.0,12.0,344.55,122,3.0,4.0,7.0
209,85,209At,m,-10455.0,5.0,408.37,124,3.0,2.0,5.0
195,85,195At,m,-3441.0,8.0,33.0,110,3.0,16.0,19.0
196,85,196At,,-3910.0,30.0,157.9,111,3.0,15.0,18.0
208,85,208At,,-12470.0,9.0,23.527,123,3.0,3.0,6.0
197,85,197At,,-6355.0,8.0,52.0,112,3.0,14.0,17.0
217,86,217Rn,,3659.0,4.0,88.89,131,4.0,5.0,9.0
218,86,218Rn,,5217.4,2.3,324.32,132,4.0,6.0,10.0
204,86,204Rn,,-7970.0,7.0,542.9,118,4.0,8.0,12.0
203,86,203Rn,m,-5822.0,5.0,362.0,117,4.0,9.0,13.0
198,86,198Rn,,-1230.0,13.0,339.0,112,4.0,14.0,18.0
205,86,205Rn,m,-7053.0,5.0,31.4,119,4.0,7.0,11.0
213,86,213Rn,n,-3491.0,10.0,704.9,127,4.0,1.0,5.0
202,86,202Rn,,-6275.0,18.0,504.0,116,4.0,10.0,14.0
215,86,215Rn,,-1169.0,6.0,213.97,129,4.0,3.0,7.0
214,86,214Rn,m,275.0,9.0,694.7,128,4.0,2.0,6.0
206,86,206Rn,,-9133.0,9.0,575.3,120,4.0,6.0,10.0
200,86,200Rn,m,-1680.0,21.0,432.6,114,4.0,12.0,16.0
207,86,207Rn,,-8635.0,5.0,120.03,121,4.0,5.0,9.0
216,86,216Rn,,253.0,6.0,461.4,130,4.0,4.0,8.0
212,86,212Rn,q,-80.0,3.0,1273.7,126,4.0,0.0,4.0
195,86,195Rn,,5050.0,50.0,59.0,109,4.0,17.0,21.0
199,86,199Rn,m,-1340.0,8.0,180.0,113,4.0,13.0,17.0
222,86,222Rn,,16372.0,1.9,186.211,136,4.0,10.0,14.0
209,86,209Rn,,-8941.0,10.0,110.25,123,4.0,3.0,7.0
220,86,220Rn,,10612.0,1.8,240.986,134,4.0,8.0,12.0
210,86,210Rn,p,-3090.0,30.0,643.9,124,4.0,2.0,6.0
221,86,221Rn,,14471.0,6.0,30.0,135,4.0,9.0,13.0
211,86,211Rn,,-8755.0,7.0,539.9,125,4.0,1.0,5.0
219,86,219Rn,,8829.3,2.1,4.413,133,4.0,7.0,11.0
208,86,208Rn,,-9655.0,10.0,635.8,122,4.0,4.0,8.0
221,87,221Fr,,13277.0,5.0,26.0,134,5.0,8.0,13.0
215,87,215Fr,,318.0,7.0,670.34,128,5.0,2.0,7.0
225,87,225Fr,,23821.0,12.0,28.545,138,5.0,12.0,17.0
223,87,223Fr,,18382.3,1.9,12.882,136,5.0,10.0,15.0
220,87,220Fr,,11482.0,4.0,6.92,133,5.0,7.0,12.0
219,87,219Fr,,8617.0,7.0,15.0,132,5.0,6.0,11.0
203,87,203Fr,,876.0,6.0,161.9,116,5.0,10.0,15.0
216,87,216Fr,m,3190.0,6.0,133.3,129,5.0,3.0,8.0
217,87,217Fr,,4315.0,7.0,210.0,130,5.0,4.0,9.0
222,87,222Fr,,16378.0,7.0,40.0,135,5.0,9.0,14.0
227,87,227Fr,,29682.0,6.0,2.74,140,5.0,14.0,19.0
209,87,209Fr,,-3782.0,12.0,606.06,122,5.0,4.0,9.0
207,87,207Fr,,-2849.0,18.0,599.6,120,5.0,6.0,11.0
211,87,211Fr,n,517.0,12.0,395.82,124,5.0,2.0,7.0
213,87,213Fr,p,4541.0,5.0,498.0,126,5.0,0.0,5.0
205,87,205Fr,n,-701.0,10.0,209.0,118,5.0,8.0,13.0
204,87,204Fr,,607.0,25.0,41.0,117,5.0,9.0,14.0
212,87,212Fr,,-3516.0,9.0,82.47,125,5.0,1.0,6.0
208,87,208Fr,,-2665.0,12.0,633.0,121,5.0,5.0,10.0
214,87,214Fr,m,-837.0,8.0,121.0,127,5.0,1.0,6.0
212,88,212Ra,,-199.0,10.0,629.3,124,6.0,2.0,8.0
229,88,229Ra,,32562.0,15.0,41.25,141,6.0,15.0,21.0
219,88,219Ra,m,9411.0,7.0,16.6,131,6.0,5.0,11.0
228,88,228Ra,,28940.2,2.0,63.823,140,6.0,14.0,20.0
209,88,209Ra,m,2740.0,6.0,644.0,121,6.0,5.0,11.0
227,88,227Ra,,27177.5,1.9,1.733,139,6.0,13.0,19.0
220,88,220Ra,,10272.0,8.0,178.47,132,6.0,6.0,12.0
211,88,211Ra,m,2030.0,5.0,133.86,123,6.0,3.0,9.0
218,88,218Ra,,6646.0,10.0,388.9,130,6.0,4.0,10.0
208,88,208Ra,m,3875.0,9.0,520.2,120,6.0,6.0,12.0
205,88,205Ra,m,6067.0,11.0,263.0,117,6.0,9.0,15.0
210,88,210Ra,,443.0,9.0,603.7,122,6.0,4.0,10.0
222,88,222Ra,,14320.0,4.0,111.12,134,6.0,8.0,14.0
230,88,230Ra,,34516.0,10.0,57.4,142,6.0,16.0,22.0
221,88,221Ra,,12964.0,5.0,53.14,133,6.0,7.0,13.0
224,88,224Ra,,18825.8,1.8,84.37200000000001,136,6.0,10.0,16.0
225,88,225Ra,,21993.0,2.6,25.41,137,6.0,11.0,17.0
206,88,206Ra,,3566.0,18.0,474.3,118,6.0,8.0,14.0
215,88,215Ra,p,6340.0,50.0,773.0,127,6.0,1.0,7.0
213,88,213Ra,m,2114.0,11.0,546.35,125,6.0,1.0,7.0
214,88,214Ra,,93.0,5.0,1382.3,126,6.0,0.0,6.0
203,88,203Ra,m,8848.0,10.0,246.0,115,6.0,11.0,17.0
207,88,207Ra,,3510.0,60.0,554.0,119,6.0,7.0,13.0
231,88,231Ra,,38216.0,11.0,46.23,143,6.0,17.0,23.0
217,88,217Ra,,5890.0,7.0,209.0,129,6.0,3.0,9.0
223,88,223Ra,,17233.2,2.1,29.858,135,6.0,9.0,15.0
232,88,232Ra,,40497.0,9.0,54.5,144,6.0,18.0,24.0
226,88,226Ra,,23667.6,1.9,67.67,138,6.0,12.0,18.0
216,88,216Ra,,3291.0,8.0,688.2,128,6.0,2.0,8.0
221,89,221Ac,,14530.0,60.0,9.0,132,7.0,6.0,13.0
223,89,223Ac,,17825.0,7.0,12.5,134,7.0,8.0,15.0
227,89,227Ac,,25849.5,1.9,27.369,138,7.0,12.0,19.0
226,89,226Ac,,24309.0,3.0,5.1,137,7.0,11.0,18.0
208,89,208Ac,m,11258.0,28.0,506.0,119,7.0,7.0,14.0
225,89,225Ac,,21637.0,5.0,29.91,136,7.0,10.0,17.0
224,89,224Ac,,20234.0,4.0,17.6,135,7.0,9.0,16.0
217,89,217Ac,m,10715.0,18.0,660.2,128,7.0,2.0,9.0
212,89,212Ac,,7300.0,22.0,133.6,123,7.0,3.0,10.0
231,89,231Ac,,35763.0,13.0,5.25,142,7.0,16.0,23.0
232,89,232Ac,,39154.0,13.0,7.5,143,7.0,17.0,24.0
216,89,216Ac,n,8570.0,100.0,48.0,127,7.0,1.0,8.0
213,89,213Ac,,6141.0,12.0,466.5,124,7.0,2.0,9.0
215,89,215Ac,n,8520.0,50.0,1317.0,126,7.0,0.0,7.0
230,89,230Ac,,33838.0,16.0,8.99,141,7.0,15.0,22.0
229,89,229Ac,,30690.0,12.0,7.0,140,7.0,14.0,21.0
219,89,219Ac,,11570.0,50.0,169.0,130,7.0,4.0,11.0
228,89,228Ac,,28894.7,2.1,6.28,139,7.0,13.0,20.0
214,89,214Ac,,6433.0,14.0,91.8,125,7.0,1.0,8.0
220,89,220Ac,,13744.0,6.0,13.79,131,7.0,5.0,12.0
225,90,225Th,,22310.0,5.0,68.4,135,8.0,9.0,17.0
227,90,227Th,,25804.8,2.1,9.3,137,8.0,11.0,19.0
228,90,228Th,,26770.9,1.8,57.773,138,8.0,12.0,20.0
226,90,226Th,,23198.0,4.0,72.2,136,8.0,10.0,18.0
236,90,236Th,,46255.0,14.0,48.4,146,8.0,20.0,28.0
232,90,232Th,,35446.7,1.4,49.369,142,8.0,16.0,24.0
231,90,231Th,,33815.8,1.2,41.953,141,8.0,15.0,23.0
229,90,229Th,,29585.5,2.4,0.0076,139,8.0,13.0,21.0
230,90,230Th,,30862.5,1.2,53.227,140,8.0,14.0,22.0
234,90,234Th,,40613.0,2.6,49.55,144,8.0,18.0,26.0
216,90,216Th,p,13981.0,14.0,1478.2,126,8.0,0.0,8.0
213,90,213Th,,12120.0,9.0,799.0,123,8.0,3.0,11.0
214,90,214Th,m,12876.0,11.0,623.0,124,8.0,2.0,10.0
222,90,222Th,,17203.0,10.0,183.3,132,8.0,6.0,14.0
215,90,215Th,,10921.0,6.0,560.8,125,8.0,1.0,9.0
221,90,221Th,,16940.0,8.0,47.0,131,8.0,5.0,13.0
217,90,217Th,,12206.0,11.0,673.3,127,8.0,1.0,9.0
220,90,220Th,,14690.0,14.0,386.5,130,8.0,4.0,12.0
218,90,218Th,,12367.0,11.0,689.0,128,8.0,2.0,10.0
219,90,219Th,,14460.0,60.0,244.0,129,8.0,3.0,11.0
224,90,224Th,,19996.0,10.0,98.1,134,8.0,8.0,16.0
223,90,223Th,,19385.0,8.0,51.3,133,8.0,7.0,15.0
217,91,217Pa,m,18915.0,13.0,1854.0,126,9.0,0.0,9.0
218,91,218Pa,,18650.0,18.0,82.0,127,9.0,1.0,10.0
229,91,229Pa,m,29909.0,3.0,11.4,138,9.0,12.0,21.0
230,91,230Pa,,32174.0,3.0,28.0,139,9.0,13.0,22.0
237,91,237Pa,,47528.0,13.0,35.0,146,9.0,20.0,29.0
234,91,234Pa,,40339.0,4.0,73.92,143,9.0,17.0,26.0
235,91,235Pa,,42289.0,14.0,10.0,144,9.0,18.0,27.0
233,91,233Pa,,37489.4,1.3,6.6770000000000005,142,9.0,16.0,25.0
236,91,236Pa,,45334.0,14.0,31.5,145,9.0,19.0,28.0
231,91,231Pa,,33424.3,1.8,9.206,140,9.0,14.0,23.0
223,91,223Pa,,22340.0,80.0,27.0,132,9.0,6.0,15.0
232,92,232U,,34609.4,1.8,47.573,140,10.0,14.0,24.0
239,92,239U,,50572.7,1.5,42.534,147,10.0,21.0,31.0
218,92,218U,m,24004.0,18.0,2105.0,126,10.0,0.0,10.0
236,92,236U,,42444.6,1.1,45.244,144,10.0,18.0,28.0
233,92,233U,,36919.1,2.3,40.351,141,10.0,15.0,25.0
240,92,240U,,52715.5,2.6,45.0,148,10.0,22.0,32.0
235,92,235U,n,43420.0,300.0,0.076,143,10.0,17.0,27.0
226,92,226U,,27329.0,11.0,81.3,134,10.0,8.0,18.0
234,92,234U,,38145.0,1.1,43.4981,142,10.0,16.0,26.0
242,92,242U,,58620.0,200.0,47.8,150,10.0,24.0,34.0
229,92,229U,,31211.0,6.0,15.0,137,10.0,11.0,21.0
237,92,237U,m,45664.1,1.6,11.393,145,10.0,19.0,29.0
238,92,238U,,47307.7,1.5,44.916,146,10.0,20.0,30.0
228,92,228U,,29220.0,13.0,59.0,136,10.0,10.0,20.0
230,92,230U,,31615.0,5.0,51.727,138,10.0,12.0,22.0
231,92,231U,,33806.0,2.7,40.0,139,10.0,13.0,23.0
216,92,216U,m,25320.0,30.0,2240.0,124,10.0,2.0,12.0
237,93,237Np,m,45816.8,1.1,33.196290000000005,144,11.0,18.0,29.0
238,93,238Np,,47454.6,1.1,26.4266,145,11.0,19.0,30.0
243,93,243Np,,59810.0,30.0,76.0,150,11.0,24.0,35.0
235,93,235Np,,41043.0,1.4,34.23,142,11.0,16.0,27.0
239,93,239Np,,49311.0,1.3,31.1309,146,11.0,20.0,31.0
232,93,232Np,,37360.0,100.0,50.0,139,11.0,13.0,24.0
242,93,242Np,,57420.0,200.0,55.58,149,11.0,23.0,34.0
233,93,233Np,p,38000.0,60.0,34.4,140,11.0,14.0,25.0
241,94,241Pu,,52955.1,1.1,41.9722,147,12.0,21.0,33.0
238,94,238Pu,,46163.1,1.1,44.065,144,12.0,18.0,30.0
239,94,239Pu,m,48979.8,1.1,7.8610000000000015,145,12.0,19.0,31.0
245,94,245Pu,,63178.0,14.0,194.1,151,12.0,25.0,37.0
240,94,240Pu,m,51434.0,1.1,42.824,146,12.0,20.0,32.0
246,94,246Pu,,65395.0,15.0,46.7,152,12.0,26.0,38.0
243,94,243Pu,m,58138.2,2.5,58.13,149,12.0,23.0,35.0
242,94,242Pu,,54716.9,1.2,44.54,148,12.0,22.0,34.0
244,94,244Pu,,59806.0,2.3,44.2,150,12.0,24.0,36.0
234,94,234Pu,,40350.0,7.0,4170.0,140,12.0,14.0,26.0
235,94,235Pu,,42182.0,21.0,41.9,141,12.0,15.0,27.0
236,94,236Pu,,42901.5,1.8,44.63,142,12.0,16.0,28.0
237,94,237Pu,n,47990.0,250.0,47.71,143,12.0,17.0,29.0
242,95,242Am,m,55516.6,1.1,44.092,147,13.0,21.0,34.0
245,95,245Am,,61900.4,1.9,19.2,150,13.0,24.0,37.0
241,95,241Am,,52934.3,1.1,41.176,146,13.0,20.0,33.0
243,95,243Am,,57175.0,1.4,42.2,148,13.0,22.0,35.0
244,95,244Am,p,62080.0,200.0,89.5,149,13.0,23.0,36.0
238,95,238Am,,48420.0,60.0,2500.0,143,13.0,17.0,30.0
240,95,240Am,m,54510.0,200.0,41.0,145,13.0,19.0,32.0
239,95,239Am,,49390.4,2.0,40.7,144,13.0,18.0,31.0
247,96,247Cm,m,65760.0,4.0,61.67,151,14.0,25.0,39.0
243,96,243Cm,,57181.9,1.5,42.0,147,14.0,21.0,35.0
250,96,250Cm,,72990.0,10.0,43.0,154,14.0,28.0,42.0
244,96,244Cm,m,59492.0,1.1,42.957,148,14.0,22.0,36.0
245,96,245Cm,,61004.5,1.1,54.789,149,14.0,23.0,37.0
246,96,246Cm,m,63796.6,1.5,42.852,150,14.0,24.0,38.0
248,96,248Cm,,67392.7,2.4,43.4,152,14.0,26.0,40.0
249,96,249Cm,,70750.7,2.4,26.236,153,14.0,27.0,41.0
237,96,237Cm,p,49450.0,170.0,194.0,141,14.0,15.0,29.0
238,96,238Cm,,49445.0,12.0,35.0,142,14.0,16.0,30.0
236,96,236Cm,,47853.0,18.0,45.0,140,14.0,14.0,28.0
239,96,239Cm,,51150.0,150.0,242.0,143,14.0,17.0,31.0
240,96,240Cm,,51724.2,1.9,38.0,144,14.0,18.0,32.0
235,96,235Cm,,48010.0,100.0,50.0,139,14.0,13.0,27.0
241,96,241Cm,,53701.8,1.6,5.5,145,14.0,19.0,33.0
242,96,242Cm,m,57600.0,100.0,42.13,146,14.0,20.0,34.0
250,97,250Bk,p,73163.8,2.9,34.47,153,15.0,27.0,42.0
240,97,240Bk,,55660.0,150.0,240.0,143,15.0,17.0,32.0
239,97,239Bk,p,54290.0,210.0,47.0,142,15.0,16.0,31.0
249,97,249Bk,,69846.3,1.2,8.777000000000001,152,15.0,26.0,41.0
236,97,236Bk,,53540.0,360.0,102.0,139,15.0,13.0,28.0
247,97,247Bk,,65490.0,5.0,29.88,150,15.0,24.0,39.0
251,97,251Bk,,75228.0,11.0,32.5,154,15.0,28.0,43.0
242,97,242Bk,p,57900.0,90.0,250.0,145,15.0,19.0,34.0
243,97,243Bk,,58690.0,5.0,18.0,146,15.0,20.0,35.0
241,97,241Bk,p,56030.0,170.0,51.0,144,15.0,18.0,33.0
244,97,244Bk,,60714.0,14.0,140.0,147,15.0,21.0,36.0
249,98,249Cf,m,69867.7,1.2,62.48,151,16.0,25.0,41.0
247,98,247Cf,,66109.0,14.0,55.0,149,16.0,23.0,39.0
250,98,250Cf,,71170.3,1.5,42.721,152,16.0,26.0,42.0
248,98,248Cf,,67238.0,5.0,41.53,150,16.0,24.0,40.0
252,98,252Cf,,76034.6,2.4,45.72,154,16.0,28.0,44.0
251,98,251Cf,m,74505.0,4.0,24.826,153,16.0,27.0,43.0
241,98,241Cf,,59330.0,170.0,155.0,143,16.0,17.0,33.0
244,98,244Cf,,61478.1,2.6,37.0,146,16.0,20.0,36.0
254,98,254Cf,,81341.0,11.0,50.0,156,16.0,30.0,46.0
245,98,245Cf,p,63442.0,5.0,5.0,147,16.0,21.0,37.0
253,98,253Cf,,79302.0,4.0,61.61,155,16.0,29.0,45.0
243,98,243Cf,,60990.0,180.0,7.0,145,16.0,19.0,35.0
246,98,246Cf,,64090.2,1.5,44.0,148,16.0,22.0,38.0
249,99,249Es,,71180.0,30.0,353.2,150,17.0,24.0,41.0
254,99,254Es,,81994.2,2.9,80.1,155,17.0,29.0,46.0
253,99,253Es,m,79117.0,4.0,46.3,154,17.0,28.0,45.0
252,99,252Es,,77290.0,50.0,35.0,153,17.0,27.0,44.0
251,99,251Es,m,74520.0,5.0,8.4,152,17.0,26.0,43.0
244,99,244Es,,66030.0,180.0,200.0,145,17.0,19.0,36.0
253,100,253Fm,,79345.5,1.5,22.3,153,18.0,27.0,45.0
252,100,252Fm,,76817.0,5.0,42.1,152,18.0,26.0,44.0
254,100,254Fm,,80902.5,1.8,44.992,154,18.0,28.0,46.0
256,100,256Fm,,85485.0,3.0,48.12,156,18.0,30.0,48.0
251,100,251Fm,m,76159.0,14.0,63.9,151,18.0,25.0,43.0
248,100,248Fm,m,73100.0,100.0,46.0,148,18.0,22.0,40.0
249,100,249Fm,,73519.0,6.0,58.0,149,18.0,23.0,41.0
255,100,255Fm,p,84031.0,4.0,61.6,155,18.0,29.0,47.0
247,100,247Fm,,71670.0,180.0,45.0,147,18.0,21.0,39.0
253,101,253Md,p,81230.0,40.0,60.0,152,19.0,26.0,45.0
248,101,248Md,,76950.0,180.0,45.0,147,19.0,21.0,40.0
252,101,252Md,p,80550.0,80.0,49.0,151,19.0,25.0,44.0
256,101,256Md,,87460.0,120.0,240.0,155,19.0,29.0,48.0
250,101,250Md,,78400.0,90.0,250.0,149,19.0,23.0,42.0
251,101,251Md,,78967.0,19.0,55.0,150,19.0,24.0,43.0
245,101,245Md,m,75430.0,280.0,300.0,144,19.0,18.0,37.0
255,101,255Md,,84842.0,6.0,12.0,154,19.0,28.0,47.0
253,102,253No,p,85620.0,110.0,64.0,151,20.0,25.0,45.0
252,102,252No,,82871.0,9.0,46.4,150,20.0,24.0,44.0
251,102,251No,,82850.0,180.0,60.7,149,20.0,23.0,43.0
250,102,250No,m,82620.0,280.0,1050.0,148,20.0,22.0,42.0
254,102,254No,,84723.0,10.0,44.2,152,20.0,26.0,46.0
255,103,255Lr,,89947.0,18.0,38.0,152,21.0,26.0,47.0
256,103,256Lr,,91750.0,80.0,236.0,153,21.0,27.0,48.0
252,103,252Lr,,88540.0,190.0,120.0,149,21.0,23.0,44.0
262,104,262Rf,,102390.0,220.0,254.0,158,22.0,32.0,54.0
256,104,256Rf,p,96620.0,200.0,44.0,152,22.0,26.0,48.0
257,104,257Rf,m,95940.0,10.0,50.0,153,22.0,27.0,49.0
255,104,255Rf,n,95380.0,200.0,63.0,151,22.0,25.0,47.0
257,105,257Db,,100150.0,160.0,250.0,152,21.0,26.0,47.0
260,105,260Db,,103670.0,90.0,200.0,155,21.0,29.0,50.0
268,105,268Db,p,117210.0,540.0,140.0,163,21.0,37.0,58.0
261,106,261Sg,,108005.0,18.0,56.0,155,20.0,29.0,49.0
272,107,272Bh,,128790.0,530.0,60.2,165,19.0,39.0,58.0
264,107,264Bh,,115960.0,180.0,300.0,157,19.0,31.0,50.0
266,108,266Hs,m,122240.0,90.0,85.0,158,18.0,32.0,50.0
267,108,267Hs,m,122700.0,100.0,57.0,159,18.0,33.0,51.0
265,108,265Hs,m,121130.0,24.0,300.0,157,18.0,31.0,49.0
270,110,270Ds,,134680.0,40.0,1130.0,160,16.0,34.0,50.0
273,110,273Ds,m,138490.0,140.0,283.0,163,16.0,37.0,53.0
284,113,284Nh,,166590.0,530.0,105.0,171,13.0,45.0,58.0
